,Dept,Num,Name,Desc,Reqs
2041,ENGL,2920,Independent Work,"0 in all previous English courses. Consult department before registering. Reading, conferences and reports under departmental faculty direction.", sophomore standing and an average of not less than 2
2042,ENGL,2921,Independent Work,"0 in all previous English courses. Consult department before registering. Reading, conferences and reports under departmental faculty direction.", sophomore standing and an average of not less than 2
2043,ENGL,2922,Independent Work,"0 in all previous English courses. Consult department before registering. Reading, conferences and reports under departmental faculty direction.", sophomore standing and an average of not less than 2
2044,ENGL,3000,HONORS: Honors Thesis,"Conclusion of the English honors program; for details, consult the department.",No listed prerequisites
2045,ENGL,3002,Technical Writing,"Credit will be given for only one of the following: ENGL 3002, ENGL 3003 and ENGL 3102. Training in skills required of practicing scientists, engineers and technical managers.", junior status
2046,ENGL,3003,Technical Writing for Nontechnical Majors,"Credit will not be given for both ENGL 3002 and 3003 and ENGL 3102. This course will not substitute for ENGL 3002 requirement. Formats and processes of writing found in business, science, government and industry.", junior status
2047,ENGL,3004,Writing with Style: Advanced Expository Prose,Experimentation with different styles of writing in a work-shop format.,No listed prerequisites
2048,ENGL,3015,Composition Tutoring,1 hr. lecture; 6 hrs. lab. Composition theory as applicable to undergraduate tutoring., consent of instructor
2049,ENGL,3020,"British Literature I: The Middle Ages, Renaissance and 18th Century","Survey of English literature from the Anglo-Saxon period through Chaucer, Shakespeare, the 17th and 18th centuries.",No listed prerequisites
2050,ENGL,3022,"British Literature II: Romantics, Victorians and Moderns",Survey of British literature from the French Revolution through the Industrial Revolution into the 20th century.,No listed prerequisites
2051,ENGL,3024,Criticism,Influential works of literary criticism from the classical to the modern period.,No listed prerequisites
2052,ENGL,3035,Readings in Pre-1800 Literature,Readings investigating a theme or era in pre-1900 literature.,No listed prerequisites
2053,ENGL,3060,Special Topics Survey,"Transhistorical survey of literature organized by a special topic theme, method or genre.",No listed prerequisites
2054,ENGL,3070,American Literature I: Forging a Nation,Emergence of an American literature and national consciousness in major writings from the Colonial era to the Civil War.,No listed prerequisites
2055,ENGL,3072,American Literature II: Coming of Age,"American literature from the Civil War to the present; realism, naturalism, modernism; effects of industrialization, immigration, the women’s movement, the civil rights struggle, the world wars.",No listed prerequisites
2056,ENGL,3080,Post-colonial Literature,"Survey of literature from former British colonies in South Asia, Africa and the Caribbean; colonialism; nationalism; independence; diaspora; transnationalism; hybridity; women’s rights; building a new nation, etc.",No listed prerequisites
2057,ENGL,3084,Modern Criticism,Influential works of literary criticism and theory written in the 20th century.,No listed prerequisites
2058,ENGL,3086,Contemporary Fiction,"Survey of contemporary fiction from a comparative perspective; authors such as Achebe, Bellow, Garcia Marquez, Lessing, Morrison, Pynchon, Updike; developments in magical realism, minimalism, cyberpunk.",No listed prerequisites
2059,ENGL,3101,Legal Writing,"Credit will not be given for both this course and ENGL 2001. Discussions and writing assignments tailored to forms of writing common in law and in law-related fields; emphasis on writing clear, precise, effective prose.",No listed prerequisites
2060,ENGL,3102,Technical Writing for International Students,"Credit will be given for only one of the following: ENGL 3002, ENGL 3003, 3102. Training for non-native speakers of English in skills required of practicing scientists, engineers and technical managers.", junior status
2061,ENGL,3124,The Literature of the English Bible,Also offered as REL 3124. Literary themes and forms in the King James version; particular reference to the literary influence of the Bible on later literature.,No listed prerequisites
2062,ENGL,3133,Introduction to Nonfiction Film and Video,"Historical and theoretical background in the genre; filmmakers such as Grierson to Varda, Moore, McElwee, Folman, Caouette. Production work when chosen by students.",No listed prerequisites
2063,ENGL,3203,Introduction to English Secondary Education,"Coreq.: EDCI 3001. Introduction to central theories and topics in the teaching of Secondary English Language Arts, including language development and diversity, the multiplicity of literacy practices and platforms, and reading and writing for real world purposes.", EDCI 2001
2064,ENGL,3220,Major Themes in Literature,"May be taken for a max. of 6 hrs. of credit. Consult department for topic to be offered. Examination of a particular theme (e.g. revolution, quest, or spiritual crisis) in the works of several authors crossing historical and cultural boundaries.",No listed prerequisites
2065,ENGL,3222,Survey of Popular Genres,"Survey of such genres as ballads, miracle and morality plays, broadsides, melodrama, romance, detective fiction, science fiction, westerns, situation comedies.",No listed prerequisites
2066,ENGL,3223,Adolescent Literature,See also EDCI 3223. Critical analysis and survey of literatures with adolescents as main characters and written for adolescent and adult audiences.,No listed prerequisites
2067,ENGL,3300,Rhetoric: Texts and Historical Contexts,"Development of rhetoric and writing within their cultural contexts; modes of writing and rhetoric particular to historical periods, classical to modern.",No listed prerequisites
2068,ENGL,3301,"Writing: Practice, Pedagogy and History","Cultural, technological and historical influences on writing, the teaching of writing and today’s teaching practices.",No listed prerequisites
2069,ENGL,3304,Special Topics in Writing and Research,Develops students’ advanced writing and research skills for the English major through investigation of a special topic in any area of English studies.,No listed prerequisites
2070,ENGL,3310,Historical Perspectives on Language Issues,Also offered as LING 3310. A writing intensive course. Survey of major issues in the history of language study.,No listed prerequisites
2071,ENGL,3384,Cultural and Textual Studies,"Introduction to the theory and practice of cultural studies; reading of theoretical statements; analysis of exemplary texts (films, videos, literary works, autobiographies, historical and legal documents).",No listed prerequisites
2072,ENGL,3401,The Study of Folklore,See ANTH 3401.,No listed prerequisites
2073,ENGL,3550,Readings in Diverse Perspectives,Study of works concerning or by authors from underrepresented groups.,No listed prerequisites
2074,ENGL,3593,Survey of Women and Literature,"Significance of gender for the author, the reader and the work itself; connections between texts and society; literary influences and relations between mainstream and nontraditional literature.",No listed prerequisites
2075,ENGL,3673,Readings in Literature and Ethnicity,Readings in the literature of one or more ethnic cultures.,No listed prerequisites
2076,ENGL,3674,Survey of African-American Literature,Literature of the black experience in the U.S. from slave narratives to the present.,No listed prerequisites
2077,ENGL,3716,Dialects of English,"Also offered as LING 3716. Regional and/or social variation in pronunciation, grammar and vocabulary.",No listed prerequisites
2078,ENGL,3720,Methods for Teaching English as a Second Language,"Also offered as LING 3720. Theories and practical approaches for teaching English as a second language to elementary, secondary and adult education students.",No listed prerequisites
2079,ENGL,3821,HONORS: Seminar,"Normally open only to juniors and seniors. Topics vary, consult departmental handout.", permission of department
2080,ENGL,3822,HONORS: Seminar,"Normally open only to juniors and seniors. Topics vary, consult departmental handout.", permission of department
2081,ENGL,3824,HONORS: Seminar,"Normally open only to juniors and seniors. Topics vary, consult departmental handout.", permission of department
2082,ENGL,3825,HONORS: Seminar,"Normally open only to juniors and seniors. Topics vary, consult departmental handout.", permission of department
2083,ENGL,3920,Independent Study,"May be taken for a max. of 3 hrs. of credit. Readings, reports and conferences under departmental faculty direction.",No listed prerequisites
2084,ENGL,3925,HONORS: Independent Work,"0 in all work taken and permission of department. May not be taken by students who have already completed ENGL 2920, ENGL 2921, ENGL 2922. Consult department before scheduling course. Reading, conferences and reports under departmental faculty direction.", GPA of at least 3
2085,ENGL,3927,HONORS: Independent Work,"0 in all work taken and permission of department. May not be taken by students who have already completed ENGL 2920, ENGL 2921, ENGL 2922. Consult department before scheduling course. Reading, conferences and reports under departmental faculty direction.", GPA of at least 3
2086,ENGL,3929,HONORS: Independent Work,"0 in all work taken and permission of department. May not be taken by students who have already completed ENGL 2920, ENGL 2921, ENGL 2922. Consult department before scheduling course. Reading, conferences and reports under departmental faculty direction.", GPA of at least 3
2087,ENGL,3930,Internship in English,"Normally open to only juniors and seniors. May be taken for a max. of 3 sem. hrs. of credit. Program of study, research project, book discussion, conferences with faculty mentor, and work in a position related to writing and critical analysis, such as editing and publishing.", permission of department
2088,ENGL,4000,Special Projects for Creative Writing Majors,May be taken for a max. of 6 sem. hrs. of credit when topics vary. Explorations in a wide variety of projects that basic courses are unable to accommodate., permission of department; at least one 2000-level course in creative writing
2089,ENGL,4001,Intermediate Creative Nonfiction Workshop,"Memoirs, essays and journalism as literary forms, with guided practice in techniques and form.", ENGL 2004 or ENGL 2005
2090,ENGL,4002,Scientific and Professional Writing for Peers,Individual instruction. Students must have well-defined projects. Credit will not be given for this course and OCS 4038. Principles and practice of effective research writing in academic and professional settings; emphasis on translating research results into publishable articles and effective grant proposals.,No listed prerequisites
2091,ENGL,4005,Intermediate Fiction Writing Workshop,"Guided practice in fiction writing, especially the short story; techniques involved.", ENGL 2005
2092,ENGL,4006,Writing the Novel,Guided practice in writing the novel; techniques involved., at least one 2000-level course in creative writing
2093,ENGL,4007,Intermediate Poetry Writing Workshop,Guided practice in writing poetry; techniques involved., ENGL 2007
2094,ENGL,4008,Writing Drama,Guided practice in writing plays; techniques involved., at least one 2000-level course in creative writing
2095,ENGL,4009,Intermediate TV & Film Writing Workshop,"Practice in tv and film writing, such as full-length screenplay or television pilot, for workshop criticism. Reading scripts and watching films/tv shows for analysis and critique.", ENGL 2009
2096,ENGL,4010,Literary Publishing,"Study of literary publishing and the work of editing, including hands-on experience."," ENGL 2004, ENGL 2005, ENGL 2007, ENGL 2008, or ENGL 2009"
2097,ENGL,4015,Forms of Creative Writing, May be taken for a max. 6 sem. hrs. of credit when topics vary. Intensive study in a selected form of creative writing.," ENGL 2004, ENGL 2005, ENGL 2007, ENGL 2008, or ENGL 2009, and consent of department"
2098,ENGL,4023,Studies in Life Writing,"May be taken for a max. of 6 sem. hrs. of credit when topics vary. Authors such as St. Augustine, Margery Kempe, Montaigne, Rousseau, Franklin, Douglass, Adams, Stein, Malcolm X; topics such as “Autobiography, Memoir, and Diary,” “Biography,” “Slave Narrative,” “Autobiographical Fiction.”",No listed prerequisites
2099,ENGL,4027,"Studies in Lyric, Epic and Other Poetic Forms","May be taken for a max. of 6 sem. hrs. of credit when topics vary. Poets such as Sidney, Spenser, Milton, Wordsworth, Keats, Dickinson, Whitman, Yeats, Stevens, Wheatley, Rich; topics such as “Development of the English Epic,” “Love Lyrics and the Representation of Women.”",No listed prerequisites
2100,ENGL,4028,Studies in Drama,"May be taken for a max. of 6 sem. hrs. of credit when topics vary. Authors such as Marlowe, Jonson, Congreve, Sheridan, Shaw, Synge, O’Neill, Miller; topics such as “The Beginnings of English Drama,” “Shakespeare’s Contemporaries,” “Irish Drama,” “Women in the Theatre.”",No listed prerequisites
2101,ENGL,4030,Studies in the Middle Ages,"May be taken for a max. of 6 sem. hrs. of credit when topics vary. Authors such as Chaucer, Langland, the Gawain poet, Juliana of Norwich; topics such as “Love and Chivalry in Middle English Lyric and Romance,” “Dream Vision and Allegory,” “Reading Anglo-Saxon Literature.”",No listed prerequisites
2102,ENGL,4035,Studies in Pre-1800 Literature,May be taken for a max. of 6 sem. hrs. of credit when topics vary. Seminar on a special topic in pre-1800 literature., Consent of department
2103,ENGL,4040,Studies in the Age of Elizabeth,"May be taken for a max. of 6 sem. hrs. of credit when topics vary. Authors such as Sidney, Spenser, Marlowe, Shakespeare; developments in romantic epic, lyric, comedy, tragedy, devotional literature; topics such as “Quest for Utopia,” “Psychology of Love,” “Theatre and Court.”",No listed prerequisites
2104,ENGL,4050,Studies in the Restoration and 18th Century,"May be taken for a max. of 6 sem. hrs. of credit when topics vary. Authors such as Dryden, Behn, Swift, Pope, Equiano, Fielding, Richardson, Austen; developments in satire, comedy of manners, the novel; topics such as “The Line of Wit,” “Literature and Empire.”",No listed prerequisites
2105,ENGL,4055,Studies in the Novel and the Idea of Narrative,"May be taken for a max. of 6 sem. hrs. of credit when topics vary. Novels such as Tristram Shandy, Madame Bovary, The Trial, To the Lighthouse, Beloved; theorists such as Booth, Bakhtin, Kermode, Girard, Barthes, Kristeva, Said; topics such as time, structure, voicing, self-reflexivity.",No listed prerequisites
2106,ENGL,4060,Studies in the Romantic Movement,"May be taken for a max. of 6 sem. hrs. of credit when topics vary. Authors such as Blake, Wollstonecraft, William and Dorothy Wordsworth, Coleridge, Byron, Percy and Mary Shelley, Keats; topics such as “Romanticism and the French Revolution,” “The Poetic Imagination,” “The Romantic Novel.”",No listed prerequisites
2107,ENGL,4062,Studies in the Victorian Age,"May be taken for a max. of 6 hrs. of credit when topics vary. Authors such as Dickens, the Brontës, Thackeray, Eliot, Tennyson, Browning, Arnold, Ruskin, Wilde; topics such as “The Bildungsroman,” “London, Crime, and Victorian Literature,” “The Victorian Heroine.”",No listed prerequisites
2108,ENGL,4070,Studies in American Literature to 1865,"May be taken for a max. of 6 sem. hrs. of credit when topics vary. Authors such as Franklin, Poe, Emerson, Hawthorne, Douglass, Melville, Whitman, Dickinson; themes such as American identity, nature and culture; topics such as “The Puritan Imagination,” “Rethinking the American Renaissance.”",No listed prerequisites
2109,ENGL,4071,Studies in American Literature since 1865,"May be taken for a max. of 6 sem. hrs. of credit when topics vary. Authors such as Twain, James, Wharton, Eliot, Moore, Hughes, Cather, Ellison, Faulkner; developments in the novel, poetry, nonfiction prose; topics such as “The American Self,” “Naturalism,” “Postmodernism.”",No listed prerequisites
2110,ENGL,4080,Studies in Modernism,"May be taken for a max. of 6 sem. hrs. of credit when topics vary. Authors such as Pound, Eliot, Stein, Joyce, Woolf, and Faulkner; topics such as “The Avant-Garde Movements in the Arts,” “Nationalism and Literature,” “War Poetry,” “The Expatriates.”",No listed prerequisites
2111,ENGL,4086,Studies in the Short Story,"May be taken for a max. of 6 sem. hrs. of credit when topics vary. Authors such as Chekhov, Joyce, Hemingway, Cather, Wright, Garcia Marquez, Flannery O’Connor; theorists such as Poe, Frank O’Connor, Friedman, Pratt; problems such as short story sequences, beginnings and endings, compression, conflict.",No listed prerequisites
2112,ENGL,4101,Capstone in Writing Creative Nonfiction,Advanced workshop in which students consolidate their knowledge in writing creative nonfiction and obtain a perspective on the significance of that knowledge., ENGL 4001
2113,ENGL,4102,Capstone Seminar in Writing Poetry,and 27 hrs. in English beyond ENGL 2000 or permission of instructor. Advanced seminar in which students consolidate their knowledge in writing poetry and obtain a perspective on the significance of that knowledge. Independent research project.," ENGL 4007, 92 total credit hrs"
2114,ENGL,4104,Capstone Seminar in Literature,"and 27 hrs. in English beyond ENGL 2000, including three hours from ENGL 3024 or ENGL 3084 or permission of instructor. Advanced seminar in which students consolidate their knowledge of English and obtain a perspective on the significance of that knowledge. Independent research project. Course topics will vary.", for English Majors with 92 total credit hrs
2115,ENGL,4105,Capstone Seminar in Writing Fiction,"and 27 hrs. in English beyond ENGL 2000, ENGL 3024 or ENGL 3084 or permission of instructor. Advanced seminar in which students consolidate their knowledge in writing fiction and obtain a perspective on the significance of that knowledge. Independent research project."," ENGL 4005, 92 total credit hrs"
2116,ENGL,4109,Capstone Seminar in TV & Film Writing,and 27 hrs. in English beyond ENGL 2000 or permission of instructor. Advanced seminar in which students consolidate their knowledge in television & film writing with a focus on the re-writing process for tv or film scripts.," ENGL 4009, 92 total credit hrs"
2117,ENGL,4120,Studies in Major Authors,"May be taken for a max. of 6 sem. hrs. of credit when topics vary. Detailed study of works by one or two authors from Spenser and Donne to Joyce and Morrison; attention to the author’s life and times, predecessors and influence.",No listed prerequisites
2118,ENGL,4121,Studies in Literary History,"May be taken for a max. of 6 hrs. of credit when topics vary. Topics such as “Literature and the King’s Peace,” “The Development of the Pastoral,” “From Romantic to Victorian: A Study of Influence,” “Self and Society.”",No listed prerequisites
2119,ENGL,4122,Topics in Interdisciplinary Studies,"May be taken for a max. of 6 hrs. of credit when topics vary. Literature in cultural contexts and/or in relation to other academic disciplines; topics such as “Fictions of the Working Class,” “Race in Literature and Culture,” “Modernism in Fiction and Painting.”",No listed prerequisites
2120,ENGL,4133,Studies in Nonfiction Film and Video,"May be taken for a max. of 6 sem. hrs. of credit when topics vary. Advanced study in nonfiction film and video; topics such as “Nonfiction Film Essays,” “Documentary Auteurs,” “Women and Nonfiction Film,” “Experimental Nonfiction Film.” Production work when chosen by students.",No listed prerequisites
2121,ENGL,4137,Studies in Chaucer,"Attention to The Canterbury Tales, their literary and cultural significance; topics such as “Chaucer, Boccaccio and Framed Tales,” “`The olde daunce’: Chaucer on Love, Sex and Marriage.”",No listed prerequisites
2122,ENGL,4147,Studies in Milton,"Attention to Paradise Lost, Paradise Regained and Samson Agonistes; their literary and cultural significance; topics such as “Paradise Lost and the Christianization of the Epic,” “Milton and Women,” “Milton and Revolution.”",No listed prerequisites
2123,ENGL,4148,Studies in Shakespeare,"May be taken for a max. of 6 hrs. of credit when topics vary. Attention to poetry and plays, literary and cultural significance; topics such as “The Comedies and Histories,” “The Tragedies,” “Shakespeare and Film,” “Shakespeare and Gender.”",No listed prerequisites
2124,ENGL,4173,Studies in Southern Literature,"May be taken for a max. of 6 hrs. of credit when topics vary. Authors such as Chopin, Faulkner, Wright, Welty, Tennessee Williams; topics such as “Survey of Southern Literature,” “Civil Rights Literature,” “Historical Fiction,” “Southern Women Writers.”",No listed prerequisites
2125,ENGL,4203,Writing and Research in the Teaching of English,Current methods of teaching research and writing in middle school and high school English Language Arts classrooms., ENGL 3203 and EDCI 3001
2126,ENGL,4204,Capstone Seminar in English Education,Concurrent enrollment in EDCI 4004 and EDCI 4005. For English majors in the Secondary Education Concentration. Independent research project. Course topics will vary. Usually offered in spring semester only., EDCI 4003 and ENGL 4203
2127,ENGL,4220,Drama of Africa and African Diaspora,See THTR 4220.,No listed prerequisites
2128,ENGL,4222,Studies in Popular Fictions,"May be taken for a max. of 6 hrs. of credit when topics vary. Topics such as “Louisiana Popular Fictions,” “Images of Women and Minorities in Popular Texts,” “Popular Culture and Folklore,” “The Literature of Horror.”",No listed prerequisites
2129,ENGL,4231,Studies in Literature and Film,"May be taken for a max. of 6 hrs. of credit when topics vary. Comparative study of literature and film as art forms; literary bases of film; topics such as “Film Authors,” “Film and Ideology,” “Adaptations of Literary Classics,” “Film Genres,” “Film and Gender.”",No listed prerequisites
2130,ENGL,4234,Studies in Literature and Politics,"Also offered as POLI 4234. May be taken for a max. of 6 hrs. of credit when topics vary. Literary representations of politics; historical role of literature in politics; topics such as “Literature and Politics of the Modern American South,” “Revolution and the Avante-Garde.”",No listed prerequisites
2131,ENGL,4236,Studies in Literature and Religion,"Also offered as REL 4236. May be taken for a max. of 6 hrs. of credit when topics vary. Authors such as Sophocles, Dante, Shakespeare, Donne, Hawthorne, Eliot, O’Conner, Morrison; topics such as “Major Religious Novelists,” “Literature of Illness and Death,” “Moral Universes of Greek and Christian Tragedy,” “Creation Stories.”",No listed prerequisites
2132,ENGL,4300,Studies in Rhetorical Theory,"May be taken for a max. of 6 hrs. of credit when topics vary. Topics such as “Rhetoric of/in Literary Studies,” “Rhetoric of Political Discourse.”",No listed prerequisites
2133,ENGL,4301,Studies in Composition Theory,May be taken for a max. of 6 hrs. of credit when topics vary. Modern composition theory as it relates to the teaching of writing; topics such as “Social Theories of Composition.”,No listed prerequisites
2134,ENGL,4302,Studies in Literacy,"May be taken for a max. of 6 hrs. of credit when topics vary. Varied perspectives on literacy, especially written literacy; issues raised by its complex and problematic nature.",No listed prerequisites
2135,ENGL,4304,"Capstone Seminar in Rhetoric, Writing, and Culture","and 27 hrs. in English beyond ENGL 2000, including three hours from ENGL 3024 or ENGL 3084 or ENGL 3384 or permission of instructor. Advanced seminar in which students consolidate their knowledge in English and obtain a perspective on the significance of that knowledge. Independent research project. Course topics will vary.", for English Majors with 92 total credit hrs
2136,ENGL,4310,Studies in Language,"Also offered as LING 4310. May be taken for a max. of 6 hrs. of credit when topics vary. A writing intensive course. Devoted to special topics, such as “African-American English,” “English-based Pidgins and Creoles,” “Current Trends in Linguistic Theory,” “Issues in Applied Linguistics and Language Learning.”",No listed prerequisites
2137,ENGL,4322,Studies in African Literature,See AAAS 4322.,No listed prerequisites
2138,ENGL,4323,Studies in Caribbean Literature,See AAAS 4323.,No listed prerequisites
2139,ENGL,4475,American Folklore,"Also offered as ANTH 4475. Folklore of the U.S., including regional, racial, ethnic and occupational groups; relation of folklore to other aspects of American vernacular culture and to American literature.",No listed prerequisites
2140,ENGL,4493,Women and Folklore,"Examination of folk materials, including oral genres, music, art and artifacts and rituals; focus on how and why information about women in folklore is communicated.",No listed prerequisites
2141,ENGL,4550,Studies in Diverse Perspectives,May be taken for a max. of 6 sem. hrs. of credit when topics vary. Special topics focused on works concerning or by authors from underrepresented communities., Consent of department
2142,ENGL,4593,Studies in Women and Literature,"May be taken for a max. of 6 hrs. of credit when topics vary. Authors such as Behn, Woolf, Chopin, Atwood, Cliff; topics such as “Reading and Writing About Women’s Lives,” “The Female Gothic,” “Women and Ethnicity,” “Early Modern Women Writers.”",No listed prerequisites
2143,ENGL,4674,Studies in African-American Literature,"May be taken for a max. of 6 hrs. of credit when topics vary. Authors such as Douglass, Hurston, Wright, Morrison; topics such as “Slave Narratives,” “The Harlem Renaissance,” “The Black Arts Movement,” “The Black Diaspora,” “African Survivals.”",No listed prerequisites
2144,ENGL,4680,Studies in Post-colonial Literature & Culture,"May be taken for a max. of 6 sem. hrs. of credit when topics vary. Topics may include “Imagining India,” “Black British Cultures,” “Islam and Literature,” “Politics and Post-colonial Literature,” “Atlantic Studies,” etc.",No listed prerequisites
2145,ENGL,4710,Introduction to Linguistics,"Also offered as LING 4710. Introduction to the major fields of linguistic study: phonology, morphology, syntax, semantics.",No listed prerequisites
2146,ENGL,4711,History of the English Language,Also offered as LING 4711. Survey of the development of the English language from its Germanic roots to the present day.,No listed prerequisites
2147,ENGL,4712,Roots of English,"Also offered as LING 4712. The use of language to reconstruct the ancient Indo-European physical and cultural world: myth, religion, ritual, law and medicine.",No listed prerequisites
2148,ENGL,4713,Syntax,"Also offered as LING 4713. Basic principles of syntactic structure; topics include constituency, subordinate clauses, coordinate structures, question formation, topicalization and the passive.",No listed prerequisites
2149,ENGL,4714,Phonology,"Also offered as LING 4714. Introduction to phonology, concentrating on the English language; phonetic and phonemic inventories; feature-analysis and rules; examination of linear, nonlinear and metrical paradigm.",No listed prerequisites
2150,ENGL,4715,Semantics,"Also offered as LING 4715. Approaches to the study of meaning: theories of the lexicon, word-formation and meaning; the interaction between sentence structure and signification; pragmatics.",No listed prerequisites
2151,ENGL,4720,Second Language Acquisition,"Also offered as LING 4720. Key issues in second language acquisition (SLA) including age, native language, and environment on language learning.",No listed prerequisites
2152,ENGL,4900,Independent Research and Practice,Advanced independent research and practice., Consent of instructor and department required
2153,ENGL,7001,Literary Nonfiction Workshop,May be taken for a max. of 6 sem. hrs. of credit. Creative writing of nonfiction essays., admission to the MFA program or consent of instructor
2154,ENGL,7006,Fiction Writing,May be taken for a max. of 12 hrs. of credit. Intensive composition and critical evaluation of fiction; fictional techniques and forms., admission to the MFA program or permission of instructor
2155,ENGL,7007,Poetry Writing,May be taken for a max. of 12 hrs. of credit. Composition and critical evaluation of poetry; poetic forms and problems of poetry writing., admission to the MFA program or permission of instructor
2156,ENGL,7008,Drama Writing,Also offered as THTR 7008. May be taken for a max. of 12 sem. hrs. of credit. Composition and critical evaluation of drama; techniques of dramatic composition and dialogue.,No listed prerequisites
2157,ENGL,7009,Advanced Screenwriting Workshop,May be taken for a max. of 12 hrs. of credit. Composition and critical evaluation of screen and teleplays; screenwriting composition and dialogue., admission to the MFA program or permission of instructor
2158,ENGL,7020,Proseminar in Graduate Study,Introduction to the profession of English through an examination of the central theoretical issues and institutional questions that currently organize the field and instruction in basic research practices.,No listed prerequisites
2159,ENGL,7030,Medieval Literature,"Survey of major Medieval works (exclusive of Chaucer) in lyrical, poetic narrative, dramatic and prose genres.",No listed prerequisites
2160,ENGL,7040,Renaissance Literature,Survey of representative works of English literature in poetry and prose in the 16th and 17th centuries.,No listed prerequisites
2161,ENGL,7050,Restoration and 18th Century Literature,"Comprehensive survey of major authors, contexts, and genres from Dryden to Blake.",No listed prerequisites
2162,ENGL,7072,American Literature,"May be taken for a max. of 9 sem. hrs. of credit when topics vary. Survey of American poetry and prose in the 17th and 18th centuries, the 19th century, or the 20th and 21st centuries.",No listed prerequisites
2163,ENGL,7106,Forms of Prose Fiction,"May be taken for a max. of 6 sem. hrs. credit when topics vary. Fictional techniques in conventional and experimental short stories, novellas and novels; elements of plot, characterization, theme, setting and tone; formal analysis of literary texts related o specific problems of writing.", admission to MFA program
2164,ENGL,7107,Prosody and Poetic Forms,May be taken for a max. of 6 sem. hrs. credit when topics vary. Representative forms of poetry from early sagas to contemporary free verse; relationship to principles of versification; some concurrent practice in writing poetry in specific forms., admission to MFA program
2165,ENGL,7109,Forms of Film Writing,"Examination of screenplays and teleplays; techniques of exposition, characterization and dramatization.", permission of instructor
2166,ENGL,7137,Chaucer,May be taken for a max. of 6 hrs. of credit when topics vary. Poetry and prose in Middle English.,No listed prerequisites
2167,ENGL,7147,Milton,Readings and critical analysis of the poetry and prose of John Milton.,No listed prerequisites
2168,ENGL,7170,Ethnic Literatures of the United States,"Survey of the literature of America’s diverse ethnic cultures; theories of ethnicity, cultural studies and critical race studies.",No listed prerequisites
2169,ENGL,7173,Literature of the American South,Southern writing from colonial times to the present.,No listed prerequisites
2170,ENGL,7174,Survey of African-American Literature I,Writings of African Americans from the colonial/slavery experience to 1915.,No listed prerequisites
2171,ENGL,7182,Postcolonial Literatures,Survey of Anglophone literatures from formerly colonized nations.,No listed prerequisites
2172,ENGL,7221,Topics in Critical Theory and Cultural Studies,"May be taken for a max. of 9 sem. hrs. of credit when topics vary. Specialized explorations in critical theory and cultural studies; topics include “Derrida and American Deconstruction,” “Critical Theory and Science Fiction,” “Marxism and the Western,” “Reader-Response Theory and Popular Romance,” “Postmodernism.”",No listed prerequisites
2173,ENGL,7222,Topics in Literacy Studies,"May be taken for a max. of 9 sem. hrs. of credit when topics vary. Intensive study of a topic in history or theories of literacy; topics include “Technology and Literacy,” “Gender and Literacy,” “Orality and Literacy,” “Theory and Politics of Literacy,” “Working-Class Literacy.”",No listed prerequisites
2174,ENGL,7321,Topics in Gender Theory,"May be taken for a max. of 9 sem. hrs. of credit when topics vary. Analysis of an aspect of gender theory in relation to literary or cultural study; topics such as “Gender, Narrative, and Property,” “Film and Gender,” “Psychoanalysis and Sexuality.”",No listed prerequisites
2175,ENGL,7423,Topics in Folklore,"May be taken for a max. of 9 sem. hrs. of credit when topics vary. Examination of particular folk genres, issues or methods in the study of folklore.",No listed prerequisites
2176,ENGL,7521,Topics in the History of Rhetoric and Poetics,"May be taken for a max. of 9 sem. hrs. of credit when topics vary. Topics may cover any aspect of the historical relationship between formal rhetoric, poetic theory and English literature from the Middle Ages to the present.",No listed prerequisites
2177,ENGL,7541,"Topics in Rhetoric, Media and Representation","May be taken for a max. of 9 sem. hrs. of credit when topics vary. Analysis of literature, film and media as cultural representations of societal norms, beliefs and needs.",No listed prerequisites
2178,ENGL,7542,Topics in Rhetorics of Class and Gender,May be taken for a max. of 9 sem. hrs. of credit when topics vary. Analysis of writing and language in light of their contextual and material influences and the methods for their study; emphasis on class and gender.,No listed prerequisites
2179,ENGL,7621,"Research Methods in Composition, Literacy and Rhetorical Studies","Survey and theoretical discussion of research methodologies such as discourse analysis, rhetorical analysis, interviews, talk-aloud protocols and ethnography in the fields of composition studies, literacy studies or rhetorical studies.",No listed prerequisites
2180,ENGL,7622,Topics in Composition Studies,"May be taken for a max. of 9 sem. hrs. of credit when topics vary. Historical survey of the theoretical, research and pedagogical issues in the field of composition studies or special topics such as “Genre Theory,” “Assessment,” “Technology and Composition.”",No listed prerequisites
2181,ENGL,7623,Topics in Professional Writing and Technical Communication,"May be taken for a max. of 9 sem. hrs. of credit when topics vary. History or theories of professional writing or technical communication; topics include “Writing in the Profession,” “Workplace Literacy,” “Computers and Writing,” or “Technical Writing Methodology.”",No listed prerequisites
2182,ENGL,7711,Forms of Early English,"May be taken for a max. of 9 sem. hrs. of credit when topics vary. Languages and linguistic structures of early forms of English: Old English, Middle English, and Early Modern English; period focus will vary.",No listed prerequisites
2183,ENGL,7712,Topics in Historical Linguistics,"Also offered as LING 7712. May be taken for a max. of 9 sem. hrs. of credit when topics vary. An exploration of a topic or topics in the history of English, of the Germanic language or of the Indo-European language family.",No listed prerequisites
